artist,artist_uri,track,track_uri,popularity
STAYC,spotify:artist:01XYiBYaoMJcNhPokrg0l0,ASAP,spotify:track:5BXr7hYZQOeRttkeWYTq5S,72
STAYC,spotify:artist:01XYiBYaoMJcNhPokrg0l0,STEREOTYPE,spotify:track:2bZIDMpzVooosmPHn0tHnd,65
STAYC,spotify:artist:01XYiBYaoMJcNhPokrg0l0,SO BAD,spotify:track:13KR2yNRDrbKwR3dOKCDl4,64
STAYC,spotify:artist:01XYiBYaoMJcNhPokrg0l0,I’ll BE THERE,spotify:track:1aWnOcf3GE7xuu4rubVPYL,55
STAYC,spotify:artist:01XYiBYaoMJcNhPokrg0l0,SO WHAT,spotify:track:6hC2Qn11Fzw4Ufi4XH6z2m,54
STAYC,spotify:artist:01XYiBYaoMJcNhPokrg0l0,SLOW DOWN,spotify:track:4SiwxGPQzlG2r4zatpEzLc,54
STAYC,spotify:artist:01XYiBYaoMJcNhPokrg0l0,COMPLEX,spotify:track:1JWtIj2hmFjGucIlC7zfAe,53
STAYC,spotify:artist:01XYiBYaoMJcNhPokrg0l0,LOVE FOOL,spotify:track:2OhOkew9BkkLTGBG9cFOz5,53
STAYC,spotify:artist:01XYiBYaoMJcNhPokrg0l0,LIKE THIS,spotify:track:1RdDIsdbpioXZzadE5MLOG,50
STAYC,spotify:artist:01XYiBYaoMJcNhPokrg0l0,SO BAD (TAK Remix),spotify:track:0buvspLcSje0ahquNjkzn9,43
KEY,spotify:artist:6XXKPxRX2WWPPtfodzpc2v,Hate that…,spotify:track:7f5np1evozJ5kXUXXztTSm,68
KEY,spotify:artist:6XXKPxRX2WWPPtfodzpc2v,One of Those Nights,spotify:track:2OsH4MtKPVeI8w9sFBLEvZ,52
KEY,spotify:artist:6XXKPxRX2WWPPtfodzpc2v,I Wanna Be,spotify:track:7Bd6h5KwA4ASCXCSoWIS3i,50
KEY,spotify:artist:6XXKPxRX2WWPPtfodzpc2v,Show Me,spotify:track:2citvEGmOgIoGl6Jend3cU,46
KEY,spotify:artist:6XXKPxRX2WWPPtfodzpc2v,I Will Fight,spotify:track:0X1bdT5WEYL2wtAvNDsbt9,41
KEY,spotify:artist:6XXKPxRX2WWPPtfodzpc2v,Forever Yours,spotify:track:5sbw4ElXcAwiQmMP6EEQlT,40
KEY,spotify:artist:6XXKPxRX2WWPPtfodzpc2v,Chemicals,spotify:track:5lnOzSuRgh1f0Lm6JC9FSP,38
KEY,spotify:artist:6XXKPxRX2WWPPtfodzpc2v,Imagine,spotify:track:4ZU4jeteTyVZOPDVwNy0WS,37
KEY,spotify:artist:6XXKPxRX2WWPPtfodzpc2v,Cold - Bonus Track,spotify:track:0yyYD0MDD5nVoLD5iUVBqH,36
KEY,spotify:artist:6XXKPxRX2WWPPtfodzpc2v,Honest,spotify:track:4V5q1vLdQZvSDcpDGSsR52,36
Young K,spotify:artist:6mNk6ugGIlgVhtDw5dQmCX,Guard You,spotify:track:3AQLNP4d68hIenp2KpwLlp,52
Young K,spotify:artist:6mNk6ugGIlgVhtDw5dQmCX,best song,spotify:track:259vEYIeuiVqTcJsaaE696,47
Young K,spotify:artist:6mNk6ugGIlgVhtDw5dQmCX,"goodnight, dear",spotify:track:3c8LgCeqvBz0qtCRrS72yD,47
Young K,spotify:artist:6mNk6ugGIlgVhtDw5dQmCX,Microphone,spotify:track:4qaVcA4yzqG1dlGNdvyTh4,47
Young K,spotify:artist:6mNk6ugGIlgVhtDw5dQmCX,want to love you,spotify:track:4is7rfBhIbPBpVdAMnhFoQ,47
Young K,spotify:artist:6mNk6ugGIlgVhtDw5dQmCX,not gonna love,spotify:track:0scY0FycWIn2ut429xuMja,47
Young K,spotify:artist:6mNk6ugGIlgVhtDw5dQmCX,come as you are,spotify:track:6YAkb5lCO5mFePA6hvb4Qb,47
Stray Kids,spotify:artist:2dIgFjalVxs4ThymZ67YCE,Thunderous,spotify:track:3ihf9gTcRUz7EvkFnoh5TW,81
Stray Kids,spotify:artist:2dIgFjalVxs4ThymZ67YCE,DOMINO,spotify:track:5JIzb3fBZkHccwxnArc5j6,75
Stray Kids,spotify:artist:2dIgFjalVxs4ThymZ67YCE,God’s Menu,spotify:track:0RzT9tBLcQhofW2TNiHP9B,74
Stray Kids,spotify:artist:2dIgFjalVxs4ThymZ67YCE,Back Door,spotify:track:7I0vl97TYZW86qYdgcD1qu,73
Stray Kids,spotify:artist:2dIgFjalVxs4ThymZ67YCE,"Red Lights (Bang Chan, Hyunjin)",spotify:track:2mUKh4aIxzXHHd0v9CSd8b,73
Stray Kids,spotify:artist:2dIgFjalVxs4ThymZ67YCE,CHEESE,spotify:track:5RvuQYqw1KZanRWDGAZrQd,73
Stray Kids,spotify:artist:2dIgFjalVxs4ThymZ67YCE,SSICK,spotify:track:04tdHVB1dqr7uT9aiWEGPw,71
Stray Kids,spotify:artist:2dIgFjalVxs4ThymZ67YCE,The View,spotify:track:2Sge3diCXX5ffrzoTHVaj4,71
Stray Kids,spotify:artist:2dIgFjalVxs4ThymZ67YCE,"Sorry, I Love You",spotify:track:1W9Kx4Oc7FbNbgYKmZSQhb,70
Stray Kids,spotify:artist:2dIgFjalVxs4ThymZ67YCE,Silent Cry,spotify:track:0EetZOEMuGdEEz4x2q4VlM,70
TOMORROW X TOGETHER,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,LO$ER=LO♡ER,spotify:track:21aOLk12MksET8AsbU0SI6,81
TOMORROW X TOGETHER,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,0X1=LOVESONG (I Know I Love You) feat. Seori,spotify:track:1Z8TPHiKeCUyClxV6WTTIf,79
TOMORROW X TOGETHER,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,Anti-Romantic,spotify:track:44tTqUi3xi7E28QLzHVdUA,79
TOMORROW X TOGETHER,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,Blue Hour,spotify:track:3ObPkJQAgjAhTwYvDhPrAW,72
TOMORROW X TOGETHER,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,Magic,spotify:track:4Wh5WGtov1VJ6EJ8OQgNeS,72
TOMORROW X TOGETHER,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,9 and Three Quarters - Run Away,spotify:track:1rqb2FCXVn2HNL1afJEnTr,69
TOMORROW X TOGETHER,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,No Rules,spotify:track:1lb61ya67YS87CtjYN0bil,69
TOMORROW X TOGETHER,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,MOA Diary (Dubaddu Wari Wari),spotify:track:3XoYQvTJK5KT0ynrq7mcCN,68
TOMORROW X TOGETHER,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,CROWN,spotify:track:0EmYZZ8OqeALedVhijSjsg,67
TOMORROW X TOGETHER,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,Can't You See Me?,spotify:track:2ecGP5xUE5126x6yHa7J6E,66
JAY B,spotify:artist:3IjHX8KZKoeq3X4QgXxqbT,B.T.W (feat. Jay Park) - Prod. Cha Cha Malone,spotify:track:4f3wldin8UmItfSJKK5BF2,67
JAY B,spotify:artist:3IjHX8KZKoeq3X4QgXxqbT,Switch It Up (feat. sokodomo) - Prod. Cha Cha Malone,spotify:track:1m1ho1lkZHAGe7rv5K8Ift,60
JAY B,spotify:artist:3IjHX8KZKoeq3X4QgXxqbT,AM PM (feat. Whee In) - Prod. Gray,spotify:track:1J1hPnwTw80wpVWRv8yuxj,57
JAY B,spotify:artist:3IjHX8KZKoeq3X4QgXxqbT,FAME (feat. JUNNY) - Prod. GroovyRoom,spotify:track:4LioQ7DultfEM3SZmnX0sw,57
JAY B,spotify:artist:3IjHX8KZKoeq3X4QgXxqbT,In To You (feat. g1nger) - Prod. WOOGIE,spotify:track:01vDYm34I3kVygzQ29T1no,56
JAY B,spotify:artist:3IjHX8KZKoeq3X4QgXxqbT,Count On Me - Prod. GroovyRoom,spotify:track:2ayFbrmCcmBl7O0t0gegMN,55
JAY B,spotify:artist:3IjHX8KZKoeq3X4QgXxqbT,U & I,spotify:track:20V840DuCck4hDp71LHuHx,45
JAY B,spotify:artist:3IjHX8KZKoeq3X4QgXxqbT,Fade Away,spotify:track:61zeQFZzNl77vJUQfnplUf,43
JAY B,spotify:artist:3IjHX8KZKoeq3X4QgXxqbT,Be with you,spotify:track:2IgTKwMG6ix3aZ5F2IgKZG,43
JAY B,spotify:artist:3IjHX8KZKoeq3X4QgXxqbT,New Dreaming,spotify:track:1B2QotJftWdlSXezeiw7eW,36
Red Velvet,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,Queendom,spotify:track:6SpPr7K4YQ2wp8jU6uOTmQ,80
Red Velvet,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,Psycho,spotify:track:3CYH422oy1cZNoo0GTG1TK,76
Red Velvet,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,Bad Boy,spotify:track:5GKwq4sO5ZHKuWaDmdwMQc,70
Red Velvet,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,Pose,spotify:track:6RTF5urAOB5C52nLxeRK5h,68
Red Velvet,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,Red Flavor,spotify:track:7nKQ5WAcjnG48knyLuo8gO,67
Red Velvet,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,Peek-A-Boo,spotify:track:42tFTth2jcF7iSo0RBjfJF,67
Red Velvet,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,러시안 룰렛 Russian Roulette,spotify:track:5HiSc2ZCGn8L3cH3qSwzBT,67
Red Velvet,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,Knock On Wood,spotify:track:0c2wKRwXpqSCBrAImEFCNf,65
Red Velvet,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,Future,spotify:track:2gvlPqqngL3BppFCwLXnVc,65
Red Velvet,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,"Hello, Sunset",spotify:track:3zQyl7ko8alM35mvYWmHuu,65
D.O.,spotify:artist:2CQZr2RPZmrcvDnaod1ldC,Rose - English Version,spotify:track:2shyarF21wZvWew00TdaP3,72
D.O.,spotify:artist:2CQZr2RPZmrcvDnaod1ldC,Rose,spotify:track:2bk43y1inDfHx8fFdXar3l,71
D.O.,spotify:artist:2CQZr2RPZmrcvDnaod1ldC,I'm Gonna Love You,spotify:track:1jxGBe4s8FwL2ZeNWszVuu,71
D.O.,spotify:artist:2CQZr2RPZmrcvDnaod1ldC,Si Fueras Mía,spotify:track:2EDpsT55NCISpccODTIUiV,66
D.O.,spotify:artist:2CQZr2RPZmrcvDnaod1ldC,My Love,spotify:track:3B60EkZSvq0tuY7xzjb9Fu,65
D.O.,spotify:artist:2CQZr2RPZmrcvDnaod1ldC,I'm Fine,spotify:track:5u6CQi2rgD1EyiztQnrrwY,65
D.O.,spotify:artist:2CQZr2RPZmrcvDnaod1ldC,That's okay,spotify:track:2Ghu1DdMwxS3VAyB7i38Wo,64
D.O.,spotify:artist:2CQZr2RPZmrcvDnaod1ldC,It's Love,spotify:track:5orHjvcyt71Sv1O4M1GSHf,63
D.O.,spotify:artist:2CQZr2RPZmrcvDnaod1ldC,Dad,spotify:track:0p4AJ91CdS1k8ibpguPJg5,63
D.O.,spotify:artist:2CQZr2RPZmrcvDnaod1ldC,Tell Me (What Is Love),spotify:track:0XFNh4Buo97mSzJK3C7gSJ,54
ENHYPEN,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,FEVER,spotify:track:0UzymivvUH5s8z4PeWZJaK,81
ENHYPEN,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,Drunk-Dazed,spotify:track:1wcr8DjnN59Awev8nnKpQ4,77
ENHYPEN,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,Given-Taken,spotify:track:69WpV0U7OMNFGyq8I63dcC,73
ENHYPEN,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,Not For Sale,spotify:track:3dG1jxbfBIZvzyFwAcsmS0,69
ENHYPEN,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,Hey Tayo - Tayo Opening Theme Song,spotify:track:2A7A3KF4NHFjW3ygFSt7In,69
ENHYPEN,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,Let Me In (20 CUBE),spotify:track:4eOcd47wPU3ixxYw0spREl,69
ENHYPEN,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,10 Months,spotify:track:3LcFQsZw01tRvjCNLgSmTv,67
ENHYPEN,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,Flicker,spotify:track:3TgPwLFXV6GEIsDZANHktY,66
ENHYPEN,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,Mixed Up,spotify:track:6S0By3u06ttb3kU2XEtWnw,66
ENHYPEN,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,Forget Me Not,spotify:track:3QA3KfGs1UvSEZkWcio81R,64
SOMI,spotify:artist:7zYj9S9SdIunYCfSm7vzAR,DUMB DUMB,spotify:track:6dG2zPUOWXk3eMC7Hb3wh3,75
SOMI,spotify:artist:7zYj9S9SdIunYCfSm7vzAR,BIRTHDAY,spotify:track:5XcM0eD1lsWZibqJ9AUTFq,66
SOMI,spotify:artist:7zYj9S9SdIunYCfSm7vzAR,What You Waiting For,spotify:track:5tXdUaMqWa15Rs2frNQMwX,62
SOMI,spotify:artist:7zYj9S9SdIunYCfSm7vzAR,Outta My Head,spotify:track:0NaccQM71LPaoSS8EZ0KhW,60
SOMI,spotify:artist:7zYj9S9SdIunYCfSm7vzAR,"꽃, 바람 그리고 너",spotify:track:2rlJqNin2LhkIZvaJ7Ahu4,44
SOMI,spotify:artist:7zYj9S9SdIunYCfSm7vzAR,"꽃, 바람 그리고 너 Hidden Track",spotify:track:1DpEE7oirhYHkyIkv08yw3,40
SOMI,spotify:artist:7zYj9S9SdIunYCfSm7vzAR,"You, Who? - Instrumental",spotify:track:2bsn9igH96tWpIuv5lUB0c,39
CL,spotify:artist:0tzSBCPJZmHTdOA3ZV2mN3,Hello Bitches,spotify:track:72ysGFB4mZTgQsPqN9PzPS,67
CL,spotify:artist:0tzSBCPJZmHTdOA3ZV2mN3,SPICY,spotify:track:0KGn1PDH5cqmD4B8GMVfae,66
CL,spotify:artist:0tzSBCPJZmHTdOA3ZV2mN3,+5 STAR+,spotify:track:1kS19ChQGwicssvOGh2w6M,57
CL,spotify:artist:0tzSBCPJZmHTdOA3ZV2mN3,+H₩A+,spotify:track:13rUoHCsjiHiGDZ8d8YAsZ,55
CL,spotify:artist:0tzSBCPJZmHTdOA3ZV2mN3,Wish You Were Here,spotify:track:47jhKD8sm2I3Aoktj4G5J8,54
CL,spotify:artist:0tzSBCPJZmHTdOA3ZV2mN3,THE BADDEST FEMALE,spotify:track:11F35JnHM8PhNqXloxWFKT,51
CL,spotify:artist:0tzSBCPJZmHTdOA3ZV2mN3,LIFTED,spotify:track:0eqvTUsVkEJsD2sz6zFieN,51
CL,spotify:artist:0tzSBCPJZmHTdOA3ZV2mN3,"Doctor Pepper (feat. CL, RiFF RAFF & OG Maco)",spotify:track:5Djg43OzL7HVYgG0CwJKwI,48
CL,spotify:artist:0tzSBCPJZmHTdOA3ZV2mN3,+DONE161201+,spotify:track:1Ju2yM8mqYm5b9V6aEFohK,45
CL,spotify:artist:0tzSBCPJZmHTdOA3ZV2mN3,+REWIND170205+,spotify:track:1W3X1WWJEC0alMW7nqYLTh,44
Sam Kim,spotify:artist:4BBN286rBKyCWsSPq2cxYO,Love Me Like That,spotify:track:1lhm29o3syw122xynSKaAK,81
Sam Kim,spotify:artist:4BBN286rBKyCWsSPq2cxYO,Make Up,spotify:track:19zsSUEuJNzNA6eqInqyF9,62
Sam Kim,spotify:artist:4BBN286rBKyCWsSPq2cxYO,Like A Fool,spotify:track:1E8Cztx0OIj4zm1IZh2XXj,60
Sam Kim,spotify:artist:4BBN286rBKyCWsSPq2cxYO,It's You,spotify:track:6pm3SR1vvrV54AOJWsN7y7,58
Sam Kim,spotify:artist:4BBN286rBKyCWsSPq2cxYO,EVEREST (with Sam Kim),spotify:track:1c3WMOE7Q0dCFN6bjT8KWo,56
Sam Kim,spotify:artist:4BBN286rBKyCWsSPq2cxYO,Who Are You,spotify:track:7Jo5oEViT27zCkdRI5hEuG,55
Sam Kim,spotify:artist:4BBN286rBKyCWsSPq2cxYO,Breath,spotify:track:12cDuwg8jJ4N7RokLnFWfQ,54
Sam Kim,spotify:artist:4BBN286rBKyCWsSPq2cxYO,SEATTLE,spotify:track:2zQ1c7TT5grIoU6wKMiXdg,54
Sam Kim,spotify:artist:4BBN286rBKyCWsSPq2cxYO,Love Me Like That - Instrumental,spotify:track:2Bi7jDHh3IzLt3xJuyx4eU,52
Sam Kim,spotify:artist:4BBN286rBKyCWsSPq2cxYO,These Walls,spotify:track:6WoloXr2PXu8FRYZFtzbij,50
TEN,spotify:artist:3Q5Qep7ytrjVleNnMnntgQ,Paint Me Naked,spotify:track:4UaGQ2D4MBuRBWumZO52Ma,70
TEN,spotify:artist:3Q5Qep7ytrjVleNnMnntgQ,New Heroes,spotify:track:01EzeKKYrGoYtPsI7pSZeL,52
TEN,spotify:artist:3Q5Qep7ytrjVleNnMnntgQ,몽중몽; Dream In A Dream,spotify:track:57U27ECxhUoepq18mnhXUm,48
TEN,spotify:artist:3Q5Qep7ytrjVleNnMnntgQ,Paint Me Naked - Instrumental,spotify:track:5KEdh56O5ICfCdE6Ub7FcJ,41
TEN,spotify:artist:3Q5Qep7ytrjVleNnMnntgQ,New Heroes - Instrumental,spotify:track:13JtNwA0W2hcWoUWu02c3e,32
SUNMI,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,You can't sit with us,spotify:track:4aS8OY1JsRSBKGfnAkIOZH,72
SUNMI,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,Gashina,spotify:track:0jFHMDRXxKaREor3hBEEST,67
SUNMI,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,TAIL,spotify:track:7muTXW7kGytN3zdomku6FV,65
SUNMI,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,pporappippam 보라빛 밤,spotify:track:7oQh96s9YemWG3A4zkIbrU,62
SUNMI,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,Siren,spotify:track:0gEnVDMhKKjF1qXuvBwq91,59
SUNMI,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,LALALAY 날라리,spotify:track:0wqdresTib8pJkrpKK1nmF,58
SUNMI,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,Heroine,spotify:track:5gA9Xn8oPts2aewPgxVkPD,57
SUNMI,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,SUNNY,spotify:track:1ZKj8dOHp1gaOE9BGvyWWU,56
SUNMI,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,Noir 누아르,spotify:track:1KCXYoPIpvafzaAGtiRjci,55
SUNMI,spotify:artist:6MoXcK2GyGg7FIyxPU5yW6,1/6,spotify:track:5o0dqwd2sAdckax4pb6feU,54
Weeekly,spotify:artist:73B9bjqS2Z5KLXNGqXf64m,After School,spotify:track:52CBUrIdyf8tbZaUY9iawE,77
Weeekly,spotify:artist:73B9bjqS2Z5KLXNGqXf64m,Holiday Party,spotify:track:1oVEVmVaI590kt8bCZ90uU,68
Weeekly,spotify:artist:73B9bjqS2Z5KLXNGqXf64m,Tag Me (@Me),spotify:track:4Zv9jfmPxCmn7NFHvSCwO4,54
Weeekly,spotify:artist:73B9bjqS2Z5KLXNGqXf64m,Weekend,spotify:track:3eJf2YWHfv8glZ8YwVcPTt,48
Weeekly,spotify:artist:73B9bjqS2Z5KLXNGqXf64m,Memories Of Summer Rain,spotify:track:6m17BWbA5nASaOf2iHR3Si,47
Weeekly,spotify:artist:73B9bjqS2Z5KLXNGqXf64m,Check It Out,spotify:track:5BCS0wrziNCgaiV4AqXzWh,46
Weeekly,spotify:artist:73B9bjqS2Z5KLXNGqXf64m,Yummy!,spotify:track:0ZSM8ZM4fS9qauAsa6hwSr,46
Weeekly,spotify:artist:73B9bjqS2Z5KLXNGqXf64m,Zig Zag,spotify:track:4X2559utG9iCx4pHolcKR6,46
Weeekly,spotify:artist:73B9bjqS2Z5KLXNGqXf64m,La Luna,spotify:track:10QUCUCNSVDw187Df6jvhV,45
Weeekly,spotify:artist:73B9bjqS2Z5KLXNGqXf64m,Hello,spotify:track:1lQIem7Dg5do127SfpcKZ1,44
THE BOYZ,spotify:artist:0CmvFWTX9zmMNCUi6fHtAx,THRILL RIDE,spotify:track:3wEYYVD6uC3A3LhVhqARZv,67
THE BOYZ,spotify:artist:0CmvFWTX9zmMNCUi6fHtAx,The Stealer,spotify:track:2DQgD8rAJLKNptQFK70ndO,59
THE BOYZ,spotify:artist:0CmvFWTX9zmMNCUi6fHtAx,REVEAL,spotify:track:14tNUeer5gUbUYvhYYTclS,58
THE BOYZ,spotify:artist:0CmvFWTX9zmMNCUi6fHtAx,Drink It,spotify:track:56URBnyl71PPaebwimqwQD,58
THE BOYZ,spotify:artist:0CmvFWTX9zmMNCUi6fHtAx,No Air,spotify:track:0mve4vxmwumqI6gnw7euma,57
THE BOYZ,spotify:artist:0CmvFWTX9zmMNCUi6fHtAx,Merry Bad Ending,spotify:track:51I3YypuWBUxbJgKhuzMF0,57
THE BOYZ,spotify:artist:0CmvFWTX9zmMNCUi6fHtAx,KINGDOM COME,spotify:track:10BJxp4qvLLBEHtsY72piK,55
THE BOYZ,spotify:artist:0CmvFWTX9zmMNCUi6fHtAx,Nightmares,spotify:track:6sJbf3jgyAELQkQ8BtHibE,54
THE BOYZ,spotify:artist:0CmvFWTX9zmMNCUi6fHtAx,B.O.Y (Bet On You),spotify:track:2vgayDvFyBEJgvjJlK1wDs,53
THE BOYZ,spotify:artist:0CmvFWTX9zmMNCUi6fHtAx,Out Of Control,spotify:track:2zoXAdDaryz2UKfkC47F5b,53
TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,Alcohol-Free,spotify:track:0BTaaKT4RMbs5M73tOHX5Y,79
TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,What is Love,spotify:track:3zhbXKFjUDw40pTYyCgt1Y,76
TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,I CAN'T STOP ME,spotify:track:37ZtpRBkHcaq6hHy0X98zn,75
TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,FANCY,spotify:track:2qQpFbqqkLOGySgNK8wBXt,74
TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,Perfect World,spotify:track:0iuZMy88H6vxDA2oaJNhJg,67
TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,CRY FOR ME,spotify:track:2xtP8RNbo2BEMzLX7tK7aq,72
TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,Feel Special,spotify:track:3Hz3tTQwOdM6XkA0ALB2G9,72
TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,MORE & MORE,spotify:track:3omvXShuRPM3zbDpWYqf5g,69
TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,YES or YES,spotify:track:26OVhEqFDQH0Ij77QtmGP9,68
TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,Dance The Night Away,spotify:track:4DYIDSMIB5y2UmZFv9fxeX,68
aespa,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,Next Level,spotify:track:2zrhoHlFKxFTRF5aMyxMoQ,78
aespa,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,Black Mamba,spotify:track:1t2qYCAjUAoGfeFeoBlK51,73
aespa,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,Forever (약속),spotify:track:26YNVqHuwAPeBVfDscTPds,59
TAEYEON,spotify:artist:3qNVuliS40BLgXGxhdBdqu,Weekend,spotify:track:6cqH1q7g5GeRVQVMK1Vc7f,73
TAEYEON,spotify:artist:3qNVuliS40BLgXGxhdBdqu,Fine,spotify:track:6CdUgvL597jWmW4w8P5kHs,68
TAEYEON,spotify:artist:3qNVuliS40BLgXGxhdBdqu,What Do I Call You,spotify:track:3Wu4lFjkhcXxB6WWaX9gtr,61
TAEYEON,spotify:artist:3qNVuliS40BLgXGxhdBdqu,11:11,spotify:track:67QGnT1Vdfuuy4HkLTUVjj,60
TAEYEON,spotify:artist:3qNVuliS40BLgXGxhdBdqu,I,spotify:track:5ZkITfPpcNPnyYGTibkO6m,59
TAEYEON,spotify:artist:3qNVuliS40BLgXGxhdBdqu,Spark,spotify:track:49euWwcjQTzVCynY53tvH5,56
TAEYEON,spotify:artist:3qNVuliS40BLgXGxhdBdqu,Four Seasons,spotify:track:4ytyLpIwUXbdFsNOvgNnmP,56
TAEYEON,spotify:artist:3qNVuliS40BLgXGxhdBdqu,All with You,spotify:track:1pEavn8UFAeij6afPwWfvM,54
TAEYEON,spotify:artist:3qNVuliS40BLgXGxhdBdqu,Why,spotify:track:4eiPbjcTEJDQcsv7WV0vfD,54
TAEYEON,spotify:artist:3qNVuliS40BLgXGxhdBdqu,If,spotify:track:76do9IBWqoiwV3EyoP25Le,52
BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,Butter,spotify:track:2bgTY4UwhfBYhGT4HUYStN,92
BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,Permission to Dance,spotify:track:5eXBXreN3d1zdj6Sa8dS0u,81
BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,Dynamite,spotify:track:4saklk6nie3yiGePpBwUoc,87
BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,Butter (feat. Megan Thee Stallion),spotify:track:3JR0ducCexKbeK47g6AHm5,87
BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,Life Goes On,spotify:track:249gnXrbfmV8NG6jTEMSwD,82
BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,Boy With Luv (feat. Halsey),spotify:track:5KawlOMHjWeUjQtnuRs22c,81
BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,Film out,spotify:track:3UHPGOkUcE4hE7sqBF4Snt,79
BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,Filter,spotify:track:0ono6UCNVZ1XqOm6j78Blu,78
BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,Euphoria,spotify:track:3p6hnejEQYXkiTO1lAzVc0,78
BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,Blue & Grey,spotify:track:0n2moJpAEWHwaPYYjkzMDl,76
ITZY,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,In the morning,spotify:track:2QdH0rKlV3d9Y6lWzcnlBH,77
ITZY,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,WANNABE,spotify:track:6tCssnvTUREcperDOUTqvA,74
ITZY,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,Not Shy,spotify:track:4ecVWqbtW6phQGpZMAyqIU,72
ITZY,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,SHOOT!,spotify:track:11RRkvXd7FvwxLWvtuBIR1,70
ITZY,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,달라달라 (DALLA DALLA),spotify:track:0GU5GuJQQEnnREO2FxnVPT,69
ITZY,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,ICY,spotify:track:7zFBtYAVURF3bUVqEQ6UUu,66
ITZY,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,Sorry Not Sorry,spotify:track:5QaqP49NaSt1geAPNgDxYE,62
ITZY,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,Break Ice,spotify:track:4iEeJKOE5zjsRbWBGkj9lS,59
